paper,target_canonical,target_raw,type,confidence,section,evidence,ref,doi_or_url
exploiting_sparsity,PromiseTune config data (Chen & Chen),PROMISETUNE (Chen & Chen),sanitycheck,high,"7 Results, footnote 2","based on recent results with PROMISETUNE (where for MOOT-like problems, most of the good solutions were found in very small region [9]), Chen has moved away from metrics that look across a wide space",[9] Pengzhou Chen and Tao Chen. Promisetune: Unveiling causally promising and explainable tuning. ICSE 2026.,
exploiting_sparsity,"Pareto metric guidance (Li, Chen & Yao)","Li, Chen & Yao review of Pareto SBSE metrics",sanitycheck,medium,"7 Results, footnote 2","Chen et al. [18] reviewed various multi-objective optimization performance measures like Hypervolume (HV), Spread, GD, and IGD. But ... Chen has moved away from metrics that look across a wide space","[18] M. Li, T. Chen, X. Yao. How to evaluate solutions in Pareto-based search-based software engineering. IEEE TSE 48(5):1771-1799, 2020.",
exploiting_sparsity,"SAT backdoors (Williams, Gomes, Selman)","SAT backdoors (Williams, Gomes & Selman)",sanitycheck,high,4.1 Layer 1: Logic and SAT / Table 1,Table 1. Backdoor sizes in standard benchmarks (adapted from [33]). ... the logical structure was controlled by a 'backdoor' set of fewer than a dozen variables.,"[33] R. Williams, C. P. Gomes, B. Selman. Backdoors to typical case complexity. IJCAI 2003, pp. 1173-1178.",
exploiting_sparsity,Fault concentration (Ostrand; Hamill),Hamill & Goseva-Popstojanova fault concentration,sanitycheck,medium,4.2 Layer 2 / 8.2,Ostrand et al. [28] and Hamill [14] analyzed large industrial codebases and found that 20% of the files contained 80% of the defects.,"[14] Margaret Hamill, Katerina Goseva-Popstojanova. Common trends in software fault and failure data. IEEE TSE 35(4):484-496, 2009.",
exploiting_sparsity,Fault concentration (Ostrand; Hamill),"Ostrand, Weyuker & Bell 'Where the bugs are'",sanitycheck,medium,4.2 Layer 2,Ostrand et al. [28] and Hamill [14] analyzed large industrial codebases and found that 20% of the files contained 80% of the defects.,"[28] T. J. Ostrand, E. J. Weyuker, R. M. Bell. Where the bugs are. ISSTA 2004.",
exploiting_sparsity,Software-engineering folklore and fuzzing observations,Hindle et al. naturalness of software,sanitycheck,medium,4.2 Layer 2,Hindle et al. [15] famously demonstrated that software is 'Natural' ... the code people write it actually surprisingly regular with many repeated patterns.,"[15] A. Hindle, E. T. Barr, Z. Su, M. Gabel, P. Devanbu. On the naturalness of software. ICSE 2012, pp. 837-847.",
exploiting_sparsity,Software-engineering folklore and fuzzing observations,Michael & Jones uniformity of error propagation,sanitycheck,medium,4.3 Layer 3: Runtime Behavior,Michael and Jones [26] and Wong [34] found that the vast majority of artificial faults (mutations) injected into code do not propagate to the output.,"[26] C. C. Michael, R. C. Jones. On the uniformity of error propagation in software. COMPASS 1997, pp. 68-76.",
exploiting_sparsity,Software-engineering folklore and fuzzing observations,Wong & Mathur mutation testing cost study,sanitycheck,medium,4.3 Layer 3: Runtime Behavior,Michael and Jones [26] and Wong [34] found that the vast majority of artificial faults (mutations) injected into code do not propagate to the output.,"[34] W. Eric Wong, Aditya P. Mathur. Reducing the cost of mutation testing: An empirical study. J. Systems and Software, 31:185-196, 1995.",
exploiting_sparsity,Software-engineering folklore and fuzzing observations,BigFuzz (Zhang et al.),sanitycheck,medium,4.3 Layer 3: Runtime Behavior,"Zhang et al. [36] showed that despite processing petabytes of data, the application logic typically exercises fewer than 50 distinct execution paths.","[36] Qian Zhang, Jiyuan Wang, Muhammad Ali Gulzar, Rohan Padhye, Miryung Kim. BigFuzz: Efficient fuzz testing for data analytics. ASE 2020, pp. 722-733.",
exploiting_sparsity,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)",Feather & Menzies NASA requirements optimization,sanitycheck,medium,4.4 Layer 4: Requirements and Design,Feather and Menzies found that optimization could converge rapidly by finding a few key decisions that controlled the objective function [12].,"[12] Martin S. Feather, Tim Menzies. Converging on the optimal attainment of requirements. IEEE RE 2002, pp. 263-270.",
exploiting_sparsity,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)",Mathew et al. SHORTER (large requirements models),sanitycheck,medium,4.4 Layer 4: Requirements and Design,"models were controlled by a small set of variables (less than 12% of decisions). Once these were set, the remaining search space collapsed, accelerating reasoning by orders of magnitude [22].","[22] G. Mathew, T. Menzies, N. A. Ernst, J. Klein. Shorter: Reasoning about larger requirements models. IEEE RE 2017, pp. 154-163.",
exploiting_sparsity,Menzies 2007 defect-prediction protocol,Menzies 'Shockingly simple: keys',sanitycheck,medium,4.4 Layer 4: Requirements and Design,"Menzies et al. [24] summarized years of data mining studies to show that in datasets with hundreds of attributes, classifiers could predict outcomes with high accuracy using only less than 10 attributes.","[24] T. Menzies. Shockingly simple: 'keys' for better AI for SE. IEEE Softw., 38(1):4-8, 2021.",
ezr_easier_ai,MOOT repository,"MOOT repository (Menzies, Chen, Ye et al.)",dataset,high,1 Introduction / Table 1,EZR has been tested on the 120+ multi-objective tasks shown in Table 1 from the MOOT repository 5.,"5. Menzies T, Chen T, Ye Y, et al. MOOT: a Repository of Many Multi-Objective Optimization Tasks. In: MSR 2026.",https://arxiv.org/pdf/2511.16882 ; https://github.com/timm/moot
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,"Yu's four SLR corpora (Wahono, Hall, Radjenovic, Kitchenham)",dataset,high,7.3 / Table 6,We tested if this active learner approach can solve the same problems explored by Yu et al. (see Table 6). Yu's test cases come from four real-world published SE SLRs,"26. Yu Z, Menzies T. Total recall, language processing, and software engineering. NL4SE 2018:10-13",
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,Hall et al. fault-prediction SLR corpus,dataset,medium,7.3,Hall et al.'s work 77 on fault prediction ... The data sets of Table 6 were extracted from the careful logs they kept of their reading process.,"77. Hall T, Beecham S, Bowes D, Gray D, Counsell S. A Systematic Literature Review on Fault Prediction Performance in Software Engineering. TSE 201...",10.1109/TSE.2011.103
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,Wahono defect-prediction SLR corpus,dataset,medium,7.3,Wahono 78's study on defect prediction ... The data sets of Table 6 were extracted from the careful logs they kept,78. Wahono RS. A systematic literature review of software defect prediction. Journal of software engineering. 2015;1(1):1-16.,
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,Radjenovic et al. fault-metrics SLR corpus,dataset,medium,7.3,Radjenovic et al.'s study 79 on software fault metrics ... The data sets of Table 6 were extracted from the careful logs they kept,"79. Radjenovic D, Hericko M, Torkar R, Zivkovic A. Software fault prediction metrics: A systematic literature review. IST 2013;55(8):1397-1418.",
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,Kitchenham & Brereton tertiary SLR corpus,dataset,medium,7.3 / Table 6,Kitchenham et al.'s study 80 tertiary SLR study ... The Kitchenham corpus has two relevance levels: 132 papers passed title-and-abstract review,"80. Kitchenham B, Brereton P. A systematic review of systematic review process research in software engineering. IST 2013;55(12):2049-2075.",
ezr_easier_ai,SS-* config datasets / FLASH (Nair et al.),"Rayegan & Menzies data (SS-*, X264, wc/rs/sol configs, testing, misc)",dataset,medium,Table 1,"Data comes from recent papers from the SE literature (ICSE, FSE, TSE, IST, EMSE, TOSEM, and ASE 6,7,8,9,10,11,12,13,14,15,16).","6. Rayegan A, Menzies T. Minimal Data, Maximum Clarity: A Heuristic for Explaining Optimization. JSS, to appear. 2026.",
ezr_easier_ai,PromiseTune config data (Chen & Chen),"PromiseTune configuration data (7z, LLVM, BDBC)",dataset,medium,Table 1,"12 PromiseTune Perf. 7z, LLVM, BDBC ... Minimize execution time and energy consumption ... Refs 7","7. Chen P, Chen T. Promisetune: Unveiling causally promising and explainable configuration tuning. arXiv:2507.05995. 2025.",arXiv:2507.05995
ezr_easier_ai,Cloud tuning data (Senthilkumar & Menzies),Senthilkumar & Menzies warm-start data (Apache_AllMeas),dataset,medium,Table 1,1 Cloud compute Tuning Apache_AllMeas ... Refs 8,"8. Senthilkumar L, Menzies T. Can large language models improve se active learning via warm-starts?. TOSEM. 2024.",
ezr_easier_ai,"Chen, Gong & Chen config data (Accuracy can lie)","Chen, Gong & Chen surrogate/config data (SQL_AllMeas)",dataset,medium,Table 1,1 Cloud compute Tuning SQL_AllMeas ... Refs 9,"9. Chen P, Gong J, Chen T. Accuracy Can Lie: On the Impact of Surrogate Model in Configuration Tuning. TSE 2025;51(2):548-580.",
ezr_easier_ai,Project health datasets (Lustosa & Menzies),Lustosa & Menzies project-health data (Health-Closed),dataset,medium,Table 1,35 Proj. health Health Health-Closed ... Optimize PR rates and minimize developer churn ... Refs 10,"10. Lustosa A, Menzies T. Learning from Very Little Data: On the Value of Landscape Analysis for Predicting Software Project Health. TOSEM 2024;33(...",
ezr_easier_ai,iSNEAK feature-model data (Lustosa & Menzies),"Lustosa & Menzies iSNEAK data (Scrum, feature models)",dataset,medium,Table 1,"3 Scrum Agile Scrum[1k-100k] ... 8 Feature mod. Config FFM, FM-* ... Refs 11","11. Lustosa A, Menzies T. iSNEAK: Partial Ordering as Heuristics for Model-Based Reasoning in Software Engineering. IEEE Access. 2024;12:142915-142...",
ezr_easier_ai,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","Chen, Nair & Menzies SBSE models (POM3, XOMO, nasa93dem, coc1000)",dataset,medium,Table 1,"4 POM3 Process pom3[a-d] ... 4 XOMO Defects xomo_[flt,grd] ... Refs 12","12. Chen J, Nair V, Menzies T. Beyond evolutionary algorithms for search-based software engineering. IST 2018;95:281-294.",
ezr_easier_ai,Kaggle cross-domain datasets,Kaggle EA Sports FC 25 dataset (all_players),dataset,medium,Table 1,"4 Behavioral Behavior all_players, etc. ... Maximize user retention and predict cohort churn ... Refs 13",13. nyagami. EA Sports FC 25 Database - Ratings and Stats. 2025. Kaggle.,
ezr_easier_ai,Kaggle cross-domain datasets,Kaggle Telco Customer Churn / BankChurners,dataset,medium,Table 1,4 Financial Finance BankChurners ... Minimize credit risk vs. pricing models ... Refs 14,14. blastchar. Telco Customer Churn. 2025. Kaggle.,
ezr_easier_ai,Kaggle cross-domain datasets,Kaggle Life Expectancy (WHO) dataset,dataset,medium,Table 1,"3 Health Health COVID19, Life ... Maximize accuracy/life vs. readmission likelihood ... Refs 15",15. Rajarshi KA. Life Expectancy (WHO) Dataset. 2025. Kaggle.,
ezr_easier_ai,Kaggle cross-domain datasets,Kaggle Marketing Analytics dataset,dataset,medium,Table 1,"5 Sales Market Marketing, socks ... Maximize ROI vs. minimize forecasting error ... Refs 16",16. Daoud J. Marketing Analytics - Marketing Data. 2022. Kaggle.,
ezr_easier_ai,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)","Boehm COCOMO models (source of the 10,000-row what-if data in Figure 1)",dataset,medium,6.3,"Figure 1 was built by EZR studying a data set with 10,000 rows generated by running what-if queries on Boehm's COCOMO software models.","62. Boehm B, Abts C, Brown AW, et al. Cost estimation with COCOMO II. Prentice-Hall. 2000.",
ezr_easier_ai,Yu et al. SLR corpora / FASTREAD,"FASTREAD (Yu, Kraft & Menzies)",steppingstone,high,7.4 / Figure 4,Vertical bars on the recall panels mark the labeling budget at which Yu et al. 39 reached the same recall with FASTREAD.,"39. Yu Z, Kraft NA, Menzies T. Finding better active learners for faster literature reviews. EMSE 2018;23:3161-3186.",
ezr_easier_ai,SMAC / SMAC3 (Hutter; Lindauer),"SMAC (Hutter, Hoos & Leyton-Brown) / SMAC3 (Lindauer et al.)",steppingstone,medium,"6.2, 6.4.4, Table 4",Ganguly et al. 25 compare EZR's optimizations against state-of-the-art optimizers including SMAC3 23 and others ... they found that EZR ran 500 times faster than SMAC3.,"23. Hutter F, Hoos HH, Leyton-Brown K. Sequential Model-Based Optimization for General Algorithm Configuration. LION 2011:507-523. / 24. Lindauer e...",
ezr_easier_ai,SHAP (Lundberg & Lee),SHAP (Lundberg & Lee),steppingstone,medium,"6.4.4, 8.2","Rayegan et al. 6 compared EZR's trees against standard AI explanation algorithms (SHAP, LIME, and Anchors) on standard XAI benchmarks.","84. Lundberg SM, Lee SI. A Unified Approach to Interpreting Model Predictions. NeurIPS 2017:4765-4774.",
ezr_easier_ai,LIME (Ribeiro et al.),LIME (Ribeiro et al.),steppingstone,medium,"6.4.4, 8.2",EZR's trees matched or exceeded the named baselines on both metrics.,85. Ribeiro MT. Why should i trust you?: Explaining the predictions of any classifier. In: KDD 2016.,
ezr_easier_ai,"XAI / causality frameworks (Pearl, Hoffman, Anchors, BreakDown)","Anchors (Ribeiro, Singh & Guestrin)",steppingstone,medium,8.2,"our comparators were selected from those that prior studies in the same domain named as representative: ... SHAP, LIME, Anchors, and ReliefF for explanation 84,85,86,87","86. Ribeiro MT, Singh S, Guestrin C. Anchors: High-Precision Model-Agnostic Explanations. AAAI 2018.",
ezr_easier_ai,ReliefF (Robnik-Sikonja & Kononenko),ReliefF (Robnik-Sikonja & Kononenko),steppingstone,medium,"6.3, 8.2",these trees can rank features (via mean decrease in impurity) just as well as other explanation algorithms such as SHAP and ReliefF.,"87. Robnik-Sikonja M, Kononenko I. An adaptation of Relief for attribute estimation in regression. ICML 1997:296-304.",
ezr_easier_ai,TPE (Bergstra et al.),TPE (Bergstra et al.),steppingstone,low,8.2,"our comparators were selected from those that prior studies in the same domain named as representative: SMAC3 and TPE for optimization 23,83","83. Bergstra J, Bardenet R, Bengio Y, Kegl B. Algorithms for Hyper-Parameter Optimization. NeurIPS 2011:2546-2554.",
ezr_easier_ai,Simulated annealing (Kirkpatrick et al.),"Simulated annealing, 1983 default configuration (Kirkpatrick et al.)",steppingstone,high,5 / Table 5,simulated annealing in its 1983 default configuration 22 matches or beats every local-search variant we tested across 20 MOOT benchmarks.,"22. Kirkpatrick S, Gelatt Jr CD, Vecchi MP. Optimization by simulated annealing. Science. 1983;220(4598):671-680.",
ezr_easier_ai,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Local search with reset-retry (Crawford & Baker),steppingstone,high,5.1,"Local search uses a reset-retry policy 44. If no progress is being made, it jumps back to a fresh start with a new random seed.","44. Crawford JM, Baker AB. Experimental results on the application of satisfiability algorithms to scheduling problems. AAAI'94:1092-1097.",
ezr_easier_ai,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)","1990s local-search variants (GSAT, WalkSAT, GRASP, Iterated LS)",steppingstone,low,"5, 5.2","The 1990s metaheuristics literature (GSAT 18, WalkSAT 19, GRASP 20, Iterated LS 21) argued the second truism explicitly ... A reader who read that literature would expect LS to dominate here.","18. Selman, Levesque, Mitchell AAAI'92; 19. Selman, Kautz, Cohen AAAI'94; 20. Feo & Resende JGO 1995; 21. Lourenco, Martin, Stutzle 2003",10.1007/BF01096763
ezr_easier_ai,Cohen / Sawilowsky small-effect rule,Sawilowsky 0.35 sigma effect-size threshold,statmethod,high,"5.2.1, 6.4.1 (wins, line 337)",Differences smaller than Sawilowsky's threshold of 0.35 sigma 48 are clamped to zero before scoring.,48. Sawilowsky SS. New effect size rules of thumb. Journal of modern applied statistical methods. 2009;8(2):26.,
ezr_easier_ai,Welford's incremental algorithm,Welford's incremental mean/variance algorithm,statmethod,high,"2.4 (add, line 77)","For Num, it updates mu, m2, and sd via Welford's algorithm 34, an exact and incremental method for updating mean and standard deviation.",34. Welford BP. Note on a Method for Calculating Corrected Sums of Squares and Products. Technometrics. 1962;4(3):419-420.,10.1080/00401706.1962.10490022
ezr_easier_ai,Misc method justifications,"Irwin-Hall Gaussian approximation sampler (Johnson, Kotz & Balakrishnan)",statmethod,medium,"3.3 (pick, line 144)","To pick from Nums, we draw from a distribution centered on a supplied mu (defaulting to the column mean) using the Irwin-Hall sampler 43.","43. Johnson NL, Kotz S, Balakrishnan N. Continuous Univariate Distributions, Volume 2. Wiley. 2nd ed., 1995. Section 26.9.",
ezr_easier_ai,Reference-optimal / straw-man baseline (Cohen; McGeoch),Reference-optimum convention (McGeoch; Cohen),methodology,medium,5.2 (footnote),"According to the empirical algorithms literature 47,29, the reference optimum is the best solution observed in the dataset.","47. McGeoch CC. A Guide to Experimental Algorithmics. Cambridge University Press, 2012",
ezr_easier_ai,Reference-optimal / straw-man baseline (Cohen; McGeoch),Cohen straw-man baseline methodology,methodology,medium,1,"Cohen 29 argued that supposedly sophisticated methods should always be benchmarked against seemingly stupider ones, the 'straw man' approach to scientific verification.","29. Cohen PR. Empirical methods for artificial intelligence. MIT press Cambridge, MA, 1995.",
ezr_easier_ai,Surrogate-oracle evaluation protocol (YAHPO; Eggensperger),"Nearest-neighbour surrogate oracle protocol (Pfisterer et al., YAHPO Gym)",methodology,high,"5.1, 8.4",the standard way to build this oracle is a procedure followed by (e.g.) Pfisterer 45 and Zela et al. 46 where ... y values of a new mutant are copied from their nearest neighbor,"45. Pfisterer F, Schneider L, Moosbauer J, Binder M, Bischl B. Yahpo gym-an efficient multi-objective multi-fidelity benchmark for hyperparameter o...",
ezr_easier_ai,Surrogate-oracle evaluation protocol (YAHPO; Eggensperger),Surrogate NAS benchmark protocol (Zela et al.),methodology,high,"5.1, 8.4","we use a nearest-neighbor surrogate that is the de facto standard for such studies 45,46 (our setup matches theirs).","46. Zela A, Siems J, Zimmer L, Lukasik J, Keuper M, Hutter F. Surrogate NAS benchmarks: Going beyond the limited search spaces of tabular NAS bench...",arXiv:2008.09777
ezr_easier_ai,Complementary Naive Bayes (Rennie et al.),Complementary Naive Bayes (Rennie et al.),methodology,high,"7.3, 7.4",30 lines of complementary Bayes 28 ... The red lines shows results using Rennie et al.'s recommendation of normalizing a likelihood by dividing it by the sum of all likelihoods.,"28. Rennie JD, Shih L, Teevan J, Karger DR. Tackling the poor assumptions of naive bayes text classifiers. ICML-03:616-623.",
ezr_easier_ai,K-means++ seeding (Arthur & Vassilvitskii),k-means++ seeding (Arthur & Vassilvitskii),methodology,high,"3.3 (kpp, line 151)","k-means++ 42 is a heuristic for picking the initial clusters given to k-means. The heuristic picks one centroid at random, then picks each subsequent centroid with probability proportional to its squared distance","42. Arthur D, Vassilvitskii S. k-means++: The Advantages of Careful Seeding. SODA '07:1027-1035.",
ezr_easier_ai,Aha's mixed-data distance,"Aha's instance-based distance heuristics (Aha, Kibler & Albert)",methodology,high,"3.2 (aha, line 113)","The per-column distance is aha (after Aha's 1991 instance-based reasoning algorithm 41) ... If both values are missing, their distance is maximal (Aha's heuristic).","41. Aha DW, Kibler D, Albert MK. Instance-Based Learning Algorithms. Machine Learning. 1991;6(1):37-66.",10.1023/A:1022689900470
ezr_easier_ai,LLM warm-start results (Senthilkumar & Menzies),"Yu et al. SLR relevance-filtering task, warm-start and recall protocol",methodology,high,"7.2, 7.4",Recall is tp/(tp + fn): the fraction of relevant papers found ... Yu's study achieved a recall of 95%. ... Each run was initialized with a warm start,"26. Yu Z, Menzies T. Total recall, language processing, and software engineering. NL4SE 2018:10-13",
ezr_easier_ai,Threats-to-validity framework (Feldt & Magazinius),Feldt & Magazinius threats-to-validity framework,methodology,medium,8,Feldt et al. 81 note that a critical element of any empirical study is to analyze and mitigate threats to the validity of the results. We therefore consider the threats,"81. Feldt R, Magazinius A. Validity Threats in Empirical Software Engineering Research-An Initial Survey. In: SEKE 2010:374-379.",
ezr_easier_ai,Software-engineering folklore and fuzzing observations,Martin's clean-code rules (small functions),methodology,medium,2.5 Design notes,"Per Martin's clean-code rules, ezr.py's 44 functions average 5 +/- 4 lines.","35. Martin RC. Clean code: a handbook of agile software craftsmanship. Pearson Education, 2009.",
ezr_easier_ai,SHAP (Lundberg & Lee),Rayegan & Menzies: tiny trees rank features as well as SHAP/ReliefF,sanitycheck,high,"6.3, 6.4.4, 8.4",We use this regression tree format since a recent study by Rayegan et al. 6 showed that these trees can rank features ... just as well as other explanation algorithms such as SHAP and ReliefF.,"6. Rayegan A, Menzies T. Minimal Data, Maximum Clarity: A Heuristic for Explaining Optimization. JSS, to appear. 2026.",
ezr_easier_ai,SMAC / SMAC3 (Hutter; Lindauer),Ganguly & Menzies: EZR 500x faster than SMAC3,sanitycheck,high,"6.2, 6.4.4, 8.4",Ganguly et al. 25 report that this use of rebalance makes EZR run 500 times faster than SMAC3.,"25. Ganguly KK, Menzies T. How Low Can You Go? The Data-Light SE Challenge. FSE '26. To appear.",
ezr_easier_ai,Software-engineering folklore and fuzzing observations,Martinez & Duran: supply-chain attack risk of large dependencies,sanitycheck,medium,"2, Table 4","a single poisoned update can compromise tens of thousands of downstream packages without the primary developer's knowledge 17. To sidestep that risk, EZR shuns pandas","17. Martinez J, Duran JM. Software Supply Chain Attacks, a Threat to Global Cybersecurity: SolarWinds' Case Study. IJSSE 2021;11(5):537-545.",10.18280/ijsse.110505
ezr_easier_ai,Software-engineering folklore and fuzzing observations,Tempero et al.: inheritance use is shallow and replaceable,sanitycheck,medium,2.5 Design notes,"Following Tempero et al. 36, EZR prefers composition over inheritance. Most reported inheritance use in practice is shallow and replaceable","36. Tempero E, Yang HY, Noble J. What Programmers Do with Inheritance in Java. ECOOP 2013:577-601.",
ezr_easier_ai,x264 exhaustive cost (Valov et al.),Valov et al.: exhaustive x264 exploration took 1000+ hours,sanitycheck,low,6.1,"an exhaustive exploration of the 11 parameters of the x264 video encoder took 1000+ hours to terminate 57. Such costs mean that, in practice, the number of evaluations is often limited","57. Valov P, Petkovich J, Guo J, Fischmeister S, Czarnecki K. Transferring Performance Prediction Models Across Different Hardware Platforms. ICPE...",
improving_llm_annotations,LLM warm-start results (Senthilkumar & Menzies),Senthilkumar & Menzies single-shot LLM warm-start results,steppingstone,high,4.1 Answers to Research Questions,"The red results in Tables 5, 6, 7 come from prior work by Senthilkumar et al. [54] that ran the few-shot procedure of Table 4, only once (no ensembles).","54. Lohith Senthilkumar and Tim Menzies. Can large language models improve se active learning via warm-starts? arXiv:2501.00125, 2024.",https://arxiv.org/abs/2501.00125
improving_llm_annotations,LLM warm-start results (Senthilkumar & Menzies),N-shot few-shot prompt template (Table 4) from Senthilkumar & Menzies,methodology,high,3.4 Prompting Strategies with LLMs,SynthCore is very simple to implement: it is just a wrapper around the established prompt strategy of Table 4.,"54. Lohith Senthilkumar and Tim Menzies. Can large language models improve se active learning via warm-starts? arXiv:2501.00125, 2024.",https://arxiv.org/abs/2501.00125
improving_llm_annotations,GP-UCB Bayesian optimization (Brochu),Gaussian Process Model with UCB acquisition (Brochu et al.; Williams & Rasmussen),steppingstone,high,3.3.1 Gaussian Process Models (GPM); Tables 5-10,"GPMs generate estimates by passing the available data through a range of kernels... a mean and standard deviation for each prediction [8, 66]. The Upper Confidence Bound (UCB) acquisition function","8. Eric Brochu, Vlad M Cora, Nando De Freitas. A tutorial on bayesian optimization of expensive cost functions... arXiv:1012.2599, 2010. / 66. Williams & Rasmussen, NIPS 8, 1995.",https://arxiv.org/abs/1012.2599
improving_llm_annotations,TPE (Bergstra et al.),Tree-structured Parzen Estimator (Bergstra et al.),steppingstone,high,3.3.2 Tree-structured Parzen Estimator (TPE); Tables 5-10,The Tree-structured Parzen Estimator (TPE) differs from Gaussian Process methods by separately modeling the conditional distributions p(x|y) and the marginal distribution p(y) [5].,"5. James Bergstra, Remi Bardenet, Yoshua Bengio, Balazs Kegl. Algorithms for hyper-parameter optimization. NeurIPS 24, 2011.",
improving_llm_annotations,Explore/exploit active learners (Lustosa & Menzies),Explore/Exploit active learners (Lustosa & Menzies),steppingstone,medium,3.3 Active Learners; Tables 5-10,"Given n initially labeled examples, active learning proceeds as follows [8, 37]... SynthCore's ensemble found optimizations that are better than... active learners in both exploration and exploitation mode","37. Andre Lustosa and Tim Menzies. Learning from very little data: On the value of landscape analysis for predicting software project health. TOSEM 33(3), 2024.",
improving_llm_annotations,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)",Multi-Agent Debate (Smit et al.),steppingstone,medium,3.4 Prompting Strategies with LLMs,"We also explored Multi-Agent Debates (MAD) [56], but the computational costs associated with running multiple agents were prohibitive.",56. Andries Petrus Smit et al. Are we going mad? benchmarking multi-agent debate between language models for medical q&a. NeurIPS 2023 workshop.,
improving_llm_annotations,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)",Chain-of-thought prompting (Li et al.; Yang et al.),steppingstone,low,3.4 Prompting Strategies with LLMs,"Chain-of-thought (CoT) prompting was investigated, which typically requires the LLM to generate step-by-step reasoning. However, developing an explanation module... proved to be challenging.","36. Jia Li et al. Structured chain-of-thought prompting for code generation. TOSEM 34(2), 2025. / 68. Guang Yang et al. Chain-of-thought in neural code generation. IEEE TSE, 2024.",
improving_llm_annotations,Scott-Knott ranking,Scott-Knott test (Scott & Knott; Gates & Bilbro),statmethod,high,3.6 Statistical Methods (Scott-Knott),"Results were ranked using a combination of the Scott-Knott, bootstrap, and Cliff's Delta procedure [53]. Scott-Knott recursively partitions sorted treatment means... into statistically distinct, non-overlapping groups [24].","53. C. W. Scott and M. Knott. A cluster analysis method for grouping means in the analysis of variance. Biometrics 30(3):507-512, 1974. / 24. Gates & Bilbro, HortScience 26(8), 1991.",
improving_llm_annotations,Cliff's delta effect size,Cliff's delta effect size,statmethod,high,3.6 Statistical Methods (Scott-Knott),Cliff's Delta (delta) [11] is a non-parametric effect size that quantifies the magnitude of the difference between treatment performance distributions.,"11. Norman Cliff. Dominance statistics: Ordinal analyses to answer ordinal questions. Psychological Bulletin 114(3):494-509, 1993.",
improving_llm_annotations,Bootstrap significance test (Efron),Bootstrap significance test (Efron; Efron & Tibshirani),statmethod,high,3.6 Statistical Methods (Scott-Knott),Bootstrap resampling [20] assesses the statistical significance of the observed differences... resampling with replacement from each treatment's 20 performance values.,"20. Bradley Efron. Bootstrap methods: Another look at the jackknife. Annals of Statistics 7(1):1-26, 1979. / 21. Efron & Tibshirani, An Introduction to the Bootstrap, 1993.",
improving_llm_annotations,Cohen / Sawilowsky small-effect rule,Cohen's small-effect rule (half a standard deviation),statmethod,high,3.5 Experimental Rig,Cohen's rule [12] is that results are statistically distinguishable by more than a small effect if they different by half a standard deviation... then epsilon = 0.5/6.,12. Jacob Cohen. A power primer. 2016.,
improving_llm_annotations,Sample-complexity bounds (Hoeffding; Jin; Ross),Geometric waiting-time model (Ross) for NEO sample-size bound,methodology,low,3.5 Experimental Rig,"The waiting time to the first success can therefore be modelled as a geometric process [52]. After n draws, the probability of having observed at least one success is: 1 - (1 - epsilon)^n >= C.","52. Sheldon M Ross. Introduction to Probability Models. Academic Press, 11 edition, 2014.",
improving_llm_annotations,Chebyshev distance / MOEA-D (Zhang & Li),Chebyshev distance-to-ideal performance measure (as in MOEA/D),methodology,medium,3.2 Performance Measure,"To measure the effectiveness of that row, we use the Chebyshev Distance... We use Chebyshev since: It is also used by other prominent multi-objective algorithms [71]","71. Qingfu Zhang and Hui Li. Moea/d: A multiobjective evolutionary algorithm based on decomposition. IEEE Trans. Evol. Comp. 11(6):712-731, 2007.",
improving_llm_annotations,Misc method justifications,Low/medium/high dimensionality categorization (Di Fiore et al.),methodology,high,3.1 Data; Table 1,"Following a recommendation from Di Fiore et al. [14], the MOOT datasets are categorized based on their input (x) dimensionality: Low... Medium... High","14. F. Di Fiore, M. Nardelli, L. Mainini. Active learning and bayesian optimization: A unified perspective to learn with a goal. Archives of Comp. Methods in Eng., 2024.",
improving_llm_annotations,MOOT repository,MOOT repository (Menzies & Chen),dataset,high,3.1 Data; Tables 1 and 3,This study explored dozens of software engineering (SE) multi-objective optimization tasks from the MOOT repository [41] shown in Table 1,"41. Tim Menzies and Tao Chen. Moot repository of multi-objective optimization tests, 2025.",http://tiny.cc/moot
